customer_id,name,age,gender,city,region,income_bracket,segment,shopping_frequency,preferred_channel,preferred_category,loyalty_tier,registration_date,is_active,email,phone,app_installed,email_opt_in,sms_opt_in
C01052,Tanay Mukherjee,54,Male,Ahmedabad,West,2-5L,Budget Shopper,4.6,Email,Dresses,Bronze,2022-10-20,True,christopher29@example.com,6760304093,True,False,True
C01053,Nikita Sharaf,21,Male,Jaipur,North,<2L,Student,2.5,Push Notification,Dresses,Bronze,2021-08-07,True,chameli18@example.net,2368810138,True,False,False
C01054,Sanya Gera,56,Male,Delhi,North,2-5L,Budget Shopper,2.4,Push Notification,Bottoms,Gold,2020-07-29,True,bavadipta@example.org,+913460184220,False,True,True
C01055,Wahab Wason,47,Female,Delhi,North,2-5L,Fashion Enthusiast,3.8,SMS,Accessories,Silver,2018-03-14,True,janakikeer@example.org,+918316816360,True,True,True
C01056,Gabriel Srinivas,23,Female,Kochi,South,2-5L,Budget Shopper,3.5,In-App,Ethnic Wear,Bronze,2020-10-18,True,lajitaarora@example.com,8947672000,True,True,True
C01057,Kai Buch,21,Female,Hyderabad,South,<2L,Student,6.2,Push Notification,Dresses,Platinum,2018-10-20,True,harish07@example.org,01634850895,True,True,False
C01058,Pranit Kalita,40,Female,Kolkata,East,20-50L,Luxury Shopper,3.2,Push Notification,Tops,Bronze,2018-10-21,True,hahuja@example.com,+911919445456,False,True,False
C01059,Lucky Rana,45,Male,Kochi,South,2-5L,Budget Shopper,3.9,Email,Activewear,Platinum,2018-09-26,True,hamsini61@example.net,+917671377188,True,True,True
C01060,Lohit Sandal,32,Male,Hyderabad,South,20-50L,Luxury Shopper,1.4,WhatsApp,Accessories,Bronze,2020-04-20,True,iryarattan@example.org,+916678305573,True,True,False
C01061,Guneet Hayre,60,Male,Agra,North,2-5L,Brand Loyalist,2.3,SMS,Dresses,Silver,2019-04-16,False,cmangat@example.org,2346144662,False,True,False
C01062,Panini Jayaraman,65,Male,Chandigarh,North,20-50L,Impulse Buyer,11.9,In-App,Tops,Silver,2020-03-25,False,aadiminhas@example.net,+911761421524,True,False,True
C01063,Isaiah Ranganathan,35,Female,Bengaluru,South,10-20L,Working Professional,6.3,WhatsApp,Ethnic Wear,Gold,2018-09-10,True,ajohal@example.com,00465689698,True,False,True
C01064,Anthony Kalita,34,Male,Lucknow,North,5-10L,Working Professional,2.6,Email,Ethnic Wear,Silver,2018-05-19,True,akashyap@example.org,08379363159,True,True,True
C01065,Maanav Comar,30,Other,Kolkata,East,20-50L,Luxury Shopper,1.9,Push Notification,Footwear,Bronze,2018-11-08,True,vasudhabhardwaj@example.com,09341040629,True,True,False
C01066,Finn Seth,35,Female,Lucknow,North,>50L,Frequent Buyer,17.9,WhatsApp,Activewear,Silver,2019-08-17,True,kabirvarghese@example.org,07183018179,True,True,True
C01067,Chatresh Srinivasan,57,Female,Patna,East,20-50L,Fashion Enthusiast,2.0,In-App,Footwear,Bronze,2019-08-19,True,sara89@example.net,8497499799,True,False,False
C01068,Diya Edwin,29,Female,Hyderabad,South,>50L,Luxury Shopper,3.3,SMS,Outerwear,Gold,2020-11-02,True,hredhaanswaminathan@example.org,+914865658189,False,True,True
C01069,Aditya Sant,19,Female,Pune,West,<2L,Student,3.5,Push Notification,Outerwear,Bronze,2020-02-22,True,tailorsiddharth@example.net,5631631297,True,True,False
C01070,Indira Sen,41,Female,Vadodara,West,10-20L,Brand Loyalist,11.2,Email,Ethnic Wear,Silver,2019-12-17,True,oeshichauhan@example.com,4963788119,True,True,False
C01071,Chatresh Ramanathan,55,Female,Nagpur,Central,<2L,Budget Shopper,4.0,Email,Outerwear,Bronze,2020-04-22,True,champakcomar@example.org,0716753216,False,False,True
C01072,Robert Sama,22,Male,Ahmedabad,West,10-20L,Frequent Buyer,17.1,Email,Dresses,Silver,2019-08-28,True,khuranafaraj@example.com,8549004903,False,True,True
C01073,Nihal Parikh,37,Other,Chandigarh,North,2-5L,Frequent Buyer,15.9,WhatsApp,Tops,Silver,2020-06-02,True,kamya85@example.net,+915639981274,True,False,True
C01074,Mitesh Dhillon,35,Male,Kolkata,East,10-20L,Working Professional,4.7,Email,Dresses,Silver,2020-10-17,True,hema17@example.com,+919258147621,False,True,True
C01075,Raghav Ravi,45,Female,Surat,West,20-50L,Frequent Buyer,9.2,Push Notification,Ethnic Wear,Gold,2019-02-14,False,daramegha@example.org,9454138453,True,False,False
C01076,Dipta Ramachandran,43,Female,Chandigarh,North,<2L,Fashion Enthusiast,8.1,Email,Activewear,Bronze,2020-12-29,True,charleskibe@example.org,09685909645,True,True,False
C01077,Krishna Mall,37,Male,Hyderabad,South,<2L,Frequent Buyer,17.5,SMS,Accessories,Gold,2019-11-21,True,godahritik@example.com,03516681133,True,False,False
C01078,Rehaan Sanghvi,48,Male,Hyderabad,South,<2L,Family Shopper,2.6,SMS,Ethnic Wear,Bronze,2023-09-19,False,ebalakrishnan@example.net,+911734024222,True,True,False
C01079,Girindra Vohra,41,Female,Kochi,South,<2L,Frequent Buyer,8.7,In-App,Innerwear,Gold,2021-12-13,True,darshsabharwal@example.net,+912365401814,False,False,True
C01080,Amrita Ganguly,55,Male,Mumbai,West,2-5L,Budget Shopper,5.1,In-App,Outerwear,Silver,2022-10-30,False,anika20@example.org,4350947651,False,True,False
C01081,Yutika Sandhu,40,Female,Bhopal,Central,10-20L,Working Professional,10.2,SMS,Accessories,Silver,2018-03-31,False,nayaromaja@example.com,+919941475398,False,True,False
C01082,Reyansh Sibal,20,Male,Ludhiana,North,<2L,Student,7.1,SMS,Innerwear,Gold,2019-01-01,True,nagarajandeepa@example.net,+914519082611,False,True,True
C01083,Ryan Nadkarni,35,Male,Bhopal,Central,10-20L,Impulse Buyer,6.1,Push Notification,Accessories,Bronze,2019-01-06,True,nnagarajan@example.com,+919920237666,False,False,False
C01084,Oscar Ganesh,32,Female,Bengaluru,South,10-20L,Fashion Enthusiast,8.0,In-App,Tops,Silver,2021-06-01,True,vivaan38@example.com,+919411839093,True,False,False
C01085,Jonathan Mand,44,Male,Delhi,North,20-50L,Fashion Enthusiast,4.9,SMS,Innerwear,Silver,2023-07-12,True,chaitalyagate@example.com,02834633488,True,True,False
C01086,Wazir Kurian,37,Male,Nagpur,Central,5-10L,Impulse Buyer,8.7,Push Notification,Activewear,Gold,2023-03-15,True,urmiprabhakar@example.org,8669408654,False,False,True
C01087,Bhavani Krish,23,Female,Indore,Central,10-20L,Brand Loyalist,4.4,WhatsApp,Accessories,Silver,2023-09-08,True,leeladeol@example.net,05074350952,True,True,True
C01088,Anita Srinivasan,55,Female,Jaipur,North,20-50L,Luxury Shopper,3.3,Email,Bottoms,Bronze,2023-01-18,True,kothariprisha@example.net,04535917650,False,False,True
C01089,Tanvi Dash,53,Female,Pune,West,2-5L,Budget Shopper,3.2,Push Notification,Tops,Silver,2023-10-24,True,aayushbarad@example.net,5428873449,True,False,False
C01090,Krishna Varty,20,Female,Ahmedabad,West,5-10L,Fashion Enthusiast,8.2,WhatsApp,Footwear,Platinum,2019-02-08,True,csani@example.net,9947061706,True,True,True
C01091,Frederick Lal,20,Male,Bhopal,Central,<2L,Student,5.1,In-App,Innerwear,Bronze,2023-07-05,False,fbutala@example.org,+918471567566,False,False,True
C01092,Aadi Nigam,30,Male,Bhopal,Central,5-10L,Working Professional,3.9,Push Notification,Tops,Bronze,2020-08-20,True,tiwaripahal@example.org,1674492343,True,True,True
C01093,Radhika Varughese,25,Female,Ludhiana,North,<2L,Student,2.7,Push Notification,Outerwear,Bronze,2022-02-06,True,anirudh45@example.org,5669375402,True,True,True
C01094,Pranav Saran,35,Male,Kochi,South,<2L,Budget Shopper,4.4,Push Notification,Bottoms,Gold,2019-01-11,True,sinhaoliver@example.com,01402503857,True,True,True
C01095,Orinder Puri,60,Male,Ahmedabad,West,20-50L,Frequent Buyer,9.2,Push Notification,Innerwear,Silver,2022-07-21,True,yoshita16@example.org,4936806358,True,True,True
C01096,Timothy Bahl,39,Other,Kochi,South,5-10L,Frequent Buyer,19.0,WhatsApp,Tops,Silver,2023-07-09,True,bainsfariq@example.org,08969519304,True,False,True
C01097,Manan Suri,23,Female,Patna,East,<2L,Student,6.4,Email,Outerwear,Bronze,2020-11-12,True,hpalla@example.com,00365620363,True,True,True
C01098,Daksha Manda,59,Female,Ahmedabad,West,2-5L,Seasonal Buyer,2.7,SMS,Outerwear,Silver,2020-12-23,True,aarnarau@example.net,6331812335,False,True,True
C01099,Oviya Chakrabarti,24,Male,Kolkata,East,<2L,Student,7.1,SMS,Activewear,Bronze,2018-05-17,True,cbatta@example.org,+917445776262,False,False,True
C01100,Yash Ramanathan,48,Female,Nagpur,Central,20-50L,Brand Loyalist,4.4,Push Notification,Tops,Silver,2019-12-24,True,uyohannan@example.net,+918989774759,True,True,True
C01101,Bhavini Khatri,54,Female,Surat,West,2-5L,Budget Shopper,4.2,Push Notification,Ethnic Wear,Silver,2020-05-26,True,yadavi52@example.net,03774037676,True,True,True
C01102,Baghyawati Bakshi,51,Male,Bengaluru,South,2-5L,Budget Shopper,3.7,SMS,Ethnic Wear,Bronze,2018-07-05,True,mason07@example.com,05149753411,True,True,True
C01103,Urishilla Johal,20,Male,Kolkata,East,<2L,Student,8.4,Email,Tops,Gold,2019-10-19,True,danielbhardwaj@example.org,0940656582,False,True,False
C01104,Bina Lall,25,Female,Bengaluru,South,<2L,Brand Loyalist,11.8,WhatsApp,Innerwear,Bronze,2019-10-31,True,yash85@example.net,6535232660,True,True,True
C01105,Balhaar Lad,58,Male,Ahmedabad,West,<2L,Budget Shopper,5.6,SMS,Footwear,Bronze,2018-03-15,False,kbalakrishnan@example.net,+911034956119,True,True,False
C01106,Dipta Buch,41,Male,Kochi,South,<2L,Frequent Buyer,17.3,SMS,Bottoms,Gold,2021-03-02,True,chaudryeesha@example.net,+917466144776,False,True,False
C01107,Yashvi Rege,21,Male,Bhopal,Central,<2L,Budget Shopper,4.7,Email,Innerwear,Bronze,2023-02-01,True,racharya@example.net,09666829052,True,True,True
C01108,Netra Oza,29,Male,Patna,East,5-10L,Frequent Buyer,17.6,WhatsApp,Dresses,Platinum,2022-01-19,True,anay89@example.org,02330292764,True,True,False
C01109,Diya Mall,18,Male,Lucknow,North,<2L,Student,8.8,Email,Bottoms,Silver,2023-08-01,True,nkhurana@example.net,02214051318,True,False,False
C01110,Krisha Bali,27,Male,Mumbai,West,5-10L,Working Professional,3.6,WhatsApp,Footwear,Platinum,2023-02-11,True,vedhika47@example.org,+918914785247,False,False,True
C01111,Chasmum Dave,40,Male,Vadodara,West,20-50L,Fashion Enthusiast,10.8,WhatsApp,Innerwear,Silver,2018-10-13,True,guhafalak@example.net,04102387351,True,True,True
C01112,Odika Mukherjee,24,Male,Kochi,South,5-10L,Frequent Buyer,8.4,WhatsApp,Dresses,Silver,2021-07-01,True,tsrinivas@example.org,+911351830258,True,True,True
C01113,Rohan Loke,22,Male,Pune,West,<2L,Student,3.1,Push Notification,Footwear,Bronze,2018-05-06,True,inadkarni@example.org,03988521789,True,True,True
C01114,Hemal Bhardwaj,48,Male,Hyderabad,South,5-10L,Frequent Buyer,17.1,WhatsApp,Bottoms,Platinum,2022-03-04,True,faqid28@example.com,05816759238,True,True,False
C01115,Gunbir Kannan,33,Male,Hyderabad,South,<2L,Brand Loyalist,8.2,In-App,Accessories,Gold,2019-01-26,True,gavin80@example.net,+913814634292,True,True,True
C01116,Naksh Chauhan,37,Male,Kochi,South,<2L,Impulse Buyer,2.5,SMS,Outerwear,Bronze,2022-10-15,True,ubika30@example.net,1218527341,True,True,True
C01117,Chakrika Ratti,20,Female,Nagpur,Central,<2L,Budget Shopper,3.7,Email,Tops,Silver,2021-11-27,True,hegdezaid@example.org,05530153030,True,True,True
C01118,Chaman Anne,35,Female,Chandigarh,North,>50L,Impulse Buyer,8.0,Email,Bottoms,Bronze,2018-11-13,True,isastry@example.org,1096598455,True,True,True
C01119,Niharika Sankaran,49,Female,Bhopal,Central,10-20L,Family Shopper,9.9,SMS,Ethnic Wear,Silver,2021-02-20,True,dalajananda@example.com,+918299126994,True,True,False
C01120,Michael Bhakta,20,Male,Kolkata,East,<2L,Student,6.9,Push Notification,Bottoms,Bronze,2022-09-07,True,rmohanty@example.org,1061669100,True,True,True
C01121,Nathaniel Krishna,31,Female,Kochi,South,5-10L,Working Professional,3.7,Push Notification,Activewear,Bronze,2022-06-13,False,jatinravel@example.net,+916822175626,True,False,False
C01122,Madhav Balasubramanian,38,Female,Kolkata,East,>50L,Luxury Shopper,2.2,Email,Tops,Bronze,2023-08-29,True,anikataneja@example.net,1005932572,False,True,False
C01123,Tamanna Bawa,34,Female,Chennai,South,<2L,Budget Shopper,3.1,In-App,Activewear,Silver,2020-10-16,True,nakuldhingra@example.org,+917485972438,False,True,True
C01124,Jason Dhillon,21,Female,Agra,North,10-20L,Impulse Buyer,10.7,Email,Accessories,Gold,2020-09-06,True,gaurang45@example.org,0580286060,True,False,False
C01125,Ayush Ghose,29,Male,Ahmedabad,West,20-50L,Impulse Buyer,7.9,Email,Activewear,Silver,2022-08-20,True,adwetaarya@example.com,04747695090,True,True,False
C01126,Fiyaz Thakkar,51,Female,Surat,West,>50L,Luxury Shopper,2.3,In-App,Dresses,Platinum,2023-03-18,True,rajata64@example.org,+911655623887,False,True,False
C01127,Lakshmi Palan,53,Female,Mumbai,West,>50L,Luxury Shopper,1.6,Push Notification,Footwear,Gold,2022-04-22,True,ekhanna@example.org,00622901138,True,True,True
C01128,Aditya Mammen,64,Male,Ludhiana,North,5-10L,Impulse Buyer,4.1,WhatsApp,Tops,Gold,2020-04-15,True,qmalhotra@example.com,+919903803514,True,True,True
C01129,Yatan Ganguly,40,Male,Nagpur,Central,>50L,Family Shopper,3.3,Push Notification,Accessories,Silver,2018-05-11,True,darika19@example.net,+914790534728,False,False,False
C01130,Jagrati Chander,32,Female,Nagpur,Central,<2L,Budget Shopper,4.8,SMS,Dresses,Gold,2018-02-18,True,nsom@example.net,+919532670848,True,True,True
C01131,Odika Narula,55,Female,Ahmedabad,West,<2L,Budget Shopper,3.0,WhatsApp,Activewear,Silver,2022-10-02,True,ldixit@example.org,08228280183,True,False,True
C01132,Yatan Prakash,22,Female,Jaipur,North,<2L,Student,9.4,Push Notification,Bottoms,Gold,2022-09-19,True,benjaminsarkar@example.net,5684676780,True,True,True
C01133,Arya Naik,35,Female,Hyderabad,South,<2L,Budget Shopper,5.1,Push Notification,Outerwear,Bronze,2022-03-10,True,varshaluthra@example.net,09597521353,True,True,True
C01134,Vanya Naidu,35,Female,Mumbai,West,20-50L,Luxury Shopper,1.2,Push Notification,Innerwear,Gold,2020-12-06,True,forum92@example.net,9748741148,False,False,True
C01135,Naksh Sangha,44,Male,Kochi,South,5-10L,Family Shopper,9.0,WhatsApp,Footwear,Bronze,2023-09-07,True,wnaidu@example.org,1997645349,False,False,True
C01136,Ishani Nadkarni,33,Female,Kochi,South,<2L,Frequent Buyer,18.1,WhatsApp,Accessories,Gold,2022-07-16,False,parmarrajata@example.com,+919678963009,False,True,False
C01137,Indali Thaman,25,Male,Jaipur,North,5-10L,Frequent Buyer,14.3,In-App,Innerwear,Bronze,2023-09-18,True,darshchoudhary@example.com,+910159722422,True,True,False
C01138,Tanveer Mody,39,Female,Lucknow,North,<2L,Fashion Enthusiast,2.9,In-App,Footwear,Bronze,2021-01-20,True,varsharaj@example.com,0984601804,True,False,False
C01139,Samar Hegde,33,Female,Hyderabad,South,>50L,Luxury Shopper,3.8,SMS,Outerwear,Bronze,2021-01-31,True,abdul15@example.org,03586671554,True,True,True
C01140,Omaja Babu,19,Female,Hyderabad,South,<2L,Student,9.6,In-App,Innerwear,Silver,2019-11-04,True,yash92@example.com,+919674627205,True,False,True
C01141,Megha Mistry,21,Female,Agra,North,<2L,Student,4.2,In-App,Innerwear,Bronze,2021-07-03,True,chhabramichael@example.net,5672850215,False,False,True
C01142,Teerth Korpal,65,Female,Delhi,North,2-5L,Budget Shopper,4.2,Push Notification,Outerwear,Bronze,2020-09-22,True,tanksudiksha@example.com,08212626439,True,True,True
C01143,Mitali Sridhar,55,Male,Chennai,South,5-10L,Frequent Buyer,20.0,Push Notification,Outerwear,Silver,2023-01-15,True,bhavya60@example.com,9075199198,False,True,True
C01144,Tanmayi Subramanian,23,Male,Vadodara,West,<2L,Student,8.0,WhatsApp,Innerwear,Bronze,2023-05-27,True,kamala12@example.net,4414925316,True,False,True
C01145,Pranav Venkatesh,28,Male,Bengaluru,South,20-50L,Luxury Shopper,3.5,Email,Ethnic Wear,Gold,2020-07-24,True,zansinayar@example.net,7477656590,False,True,False
C01146,Anirudh Pathak,23,Female,Lucknow,North,<2L,Student,6.0,SMS,Footwear,Silver,2023-07-17,True,chavvi94@example.net,3436877156,False,False,True
C01147,Lohit Agate,49,Female,Chennai,South,20-50L,Family Shopper,11.6,SMS,Outerwear,Bronze,2022-12-31,True,chatura76@example.net,+914153597710,True,True,True
C01148,Imaran Dasgupta,35,Female,Hyderabad,South,10-20L,Working Professional,9.7,Push Notification,Accessories,Silver,2019-06-26,True,zayyan77@example.org,09431487225,True,True,False
C01149,Upadhriti Tella,42,Female,Agra,North,2-5L,Fashion Enthusiast,3.5,Push Notification,Tops,Bronze,2019-01-12,False,nandini41@example.org,04741685573,True,True,True
C01150,Max Khanna,37,Female,Agra,North,<2L,Family Shopper,11.9,Email,Outerwear,Gold,2020-01-05,True,jeevikapradhan@example.com,0957947581,True,True,False
C01151,Neha Basu,18,Male,Bhopal,Central,<2L,Student,10.0,In-App,Ethnic Wear,Gold,2023-07-13,True,adwetadalal@example.org,02334704071,True,True,False
C01152,Nandini Saxena,29,Male,Nagpur,Central,2-5L,Budget Shopper,4.4,WhatsApp,Bottoms,Bronze,2021-12-28,True,kumarwaida@example.net,7341855950,False,False,False
C01153,Xalak Mander,38,Male,Bhopal,Central,<2L,Budget Shopper,2.4,SMS,Ethnic Wear,Bronze,2022-05-20,True,neha01@example.com,+913961017590,False,True,True
C01154,Henry Sarma,39,Female,Delhi,North,5-10L,Working Professional,7.8,In-App,Footwear,Gold,2021-03-15,True,rajagopaltriveni@example.net,4907869285,True,True,True
C01155,Guneet Rao,24,Female,Agra,North,20-50L,Fashion Enthusiast,3.8,In-App,Innerwear,Silver,2023-07-19,True,imaranpatla@example.net,+918967635367,True,True,True
C01156,Jhalak Parekh,64,Male,Nagpur,Central,>50L,Brand Loyalist,6.6,WhatsApp,Ethnic Wear,Bronze,2021-02-08,True,fbath@example.org,02288341335,False,True,True
C01157,Rishi Amble,60,Male,Chandigarh,North,20-50L,Frequent Buyer,16.3,Email,Bottoms,Bronze,2018-01-24,True,magarranveer@example.org,7427493663,True,True,True
C01158,Varsha Sachdev,57,Male,Hyderabad,South,20-50L,Brand Loyalist,3.7,WhatsApp,Footwear,Bronze,2023-03-30,False,sbhatnagar@example.com,0300735658,True,True,True
C01159,Madhavi Bakshi,36,Female,Bhopal,Central,10-20L,Working Professional,8.8,WhatsApp,Dresses,Platinum,2021-09-30,True,hemagolla@example.net,03794128866,True,False,True
C01160,Gaurang Date,36,Female,Kolkata,East,>50L,Family Shopper,9.8,WhatsApp,Accessories,Bronze,2021-01-30,True,rohanganesan@example.org,02526119789,True,False,False
C01161,Gauri Mohan,36,Female,Kolkata,East,10-20L,Working Professional,6.8,Push Notification,Accessories,Bronze,2018-12-29,True,cnagar@example.com,4653255441,True,True,False
C01162,Gunbir Walia,59,Female,Kolkata,East,2-5L,Budget Shopper,5.6,WhatsApp,Bottoms,Gold,2022-04-11,True,frederick36@example.com,+918052038819,True,True,True
C01163,Sai Sanghvi,45,Female,Chennai,South,<2L,Budget Shopper,5.5,Push Notification,Dresses,Bronze,2022-01-30,True,harish84@example.com,+914622014833,True,True,True
C01164,Ekiya Loke,35,Female,Ahmedabad,West,20-50L,Family Shopper,8.5,Push Notification,Tops,Bronze,2022-07-29,True,chatterjeeindrajit@example.org,02836030876,True,True,True
C01165,Upadhriti Subramanian,25,Male,Patna,East,<2L,Student,7.3,SMS,Bottoms,Silver,2018-11-01,True,anneoviya@example.net,7618376295,True,False,True
C01166,Vasudha Sama,20,Female,Nagpur,Central,<2L,Student,4.5,SMS,Bottoms,Bronze,2020-09-30,True,obhatti@example.com,+911720488868,True,False,True
C01167,Chandani Chauhan,24,Female,Kolkata,East,10-20L,Seasonal Buyer,1.2,In-App,Activewear,Silver,2020-07-05,True,ckapadia@example.org,2645649674,True,False,True
C01168,Fiyaz Rattan,41,Female,Mumbai,West,20-50L,Brand Loyalist,10.7,SMS,Tops,Bronze,2019-02-20,True,naiduvihaan@example.net,0649097034,True,True,False
C01169,Gayathri Contractor,55,Male,Patna,East,>50L,Frequent Buyer,12.8,WhatsApp,Outerwear,Bronze,2022-09-10,True,hbera@example.net,+915891368296,True,True,True
C01170,Advay Shere,24,Female,Indore,Central,<2L,Student,6.6,Email,Dresses,Platinum,2018-09-09,True,parth15@example.org,+919362526022,True,True,False
C01171,Pallavi Bakshi,28,Female,Hyderabad,South,10-20L,Working Professional,9.5,Push Notification,Footwear,Gold,2018-06-15,True,yperi@example.com,0293358384,True,True,False
C01172,Fitan Agrawal,36,Female,Agra,North,5-10L,Family Shopper,6.9,SMS,Tops,Silver,2022-07-12,True,cpathak@example.org,01745469351,True,True,True
C01173,Nicholas Bumb,57,Male,Bengaluru,South,2-5L,Budget Shopper,3.6,WhatsApp,Footwear,Bronze,2022-02-20,True,champak12@example.net,+913195589799,False,True,True
C01174,Thomas Nori,57,Female,Pune,West,20-50L,Impulse Buyer,3.7,WhatsApp,Dresses,Bronze,2023-11-28,True,fchaudhry@example.com,+917030568709,False,True,True
C01175,Ethan Dayal,44,Male,Bengaluru,South,20-50L,Fashion Enthusiast,9.7,WhatsApp,Tops,Platinum,2022-10-12,True,lavanya05@example.org,04838953376,False,True,False
C01176,Jack Setty,25,Male,Pune,West,10-20L,Seasonal Buyer,1.7,Email,Activewear,Gold,2021-02-25,True,dshankar@example.net,00064345973,True,True,True
C01177,Urmi Khalsa,31,Male,Ahmedabad,West,2-5L,Fashion Enthusiast,2.7,Email,Footwear,Gold,2018-07-26,True,kariupkaar@example.org,09675745104,True,True,True
C01178,Caleb Mitter,43,Female,Patna,East,>50L,Family Shopper,11.6,WhatsApp,Dresses,Silver,2018-08-31,True,hkalla@example.net,+915605427079,True,True,True
C01179,Chandani Sood,53,Female,Vadodara,West,2-5L,Budget Shopper,4.9,In-App,Outerwear,Silver,2021-12-15,True,gdalal@example.org,+917976475456,True,True,True
C01180,Triya Doctor,30,Female,Mumbai,West,5-10L,Working Professional,7.9,Email,Ethnic Wear,Bronze,2021-04-14,True,kdoshi@example.com,9348540390,True,True,False
C01181,Lajita Wadhwa,20,Female,Surat,West,<2L,Student,6.3,In-App,Accessories,Silver,2023-06-15,True,omaja06@example.com,9926138268,True,True,True
C01182,Bahadurjit Savant,29,Female,Surat,West,5-10L,Working Professional,7.7,WhatsApp,Activewear,Bronze,2022-12-30,True,cshan@example.net,07039962637,False,False,False
C01183,Qarin Sawhney,65,Female,Hyderabad,South,<2L,Frequent Buyer,11.6,SMS,Accessories,Bronze,2019-10-20,True,chadachristopher@example.com,+915128962206,True,False,True
C01184,Bhavna Jaggi,35,Female,Pune,West,2-5L,Brand Loyalist,4.5,In-App,Tops,Platinum,2021-12-14,True,vincenthans@example.net,+910239934460,False,False,False
C01185,Ayaan Purohit,34,Female,Chennai,South,10-20L,Working Professional,3.1,Push Notification,Dresses,Silver,2018-09-02,True,utkarsh06@example.net,02357865294,True,True,True
C01186,Laban Tiwari,37,Female,Nagpur,Central,>50L,Frequent Buyer,14.5,Push Notification,Bottoms,Bronze,2018-09-30,True,xavier70@example.org,04488548753,False,False,False
C01187,Jackson Venkatesh,25,Male,Chennai,South,<2L,Frequent Buyer,12.6,SMS,Footwear,Silver,2018-06-07,True,kundaojas@example.com,04280537642,True,True,False
C01188,Gauri Balan,48,Female,Patna,East,<2L,Impulse Buyer,7.6,SMS,Outerwear,Bronze,2021-12-13,True,jsamra@example.net,7860203922,False,True,True
C01189,Zaid Borde,60,Female,Bhopal,Central,10-20L,Brand Loyalist,5.2,In-App,Dresses,Silver,2019-07-26,True,fbanerjee@example.net,5866399287,False,True,True
C01190,Nathaniel Venkataraman,50,Male,Surat,West,>50L,Luxury Shopper,3.4,Email,Bottoms,Bronze,2018-02-24,True,zjain@example.net,+914249562917,False,True,True
C01191,Dayita Mital,25,Male,Pune,West,<2L,Student,7.9,SMS,Activewear,Platinum,2021-12-21,False,saneabhiram@example.org,+912888070051,True,True,True
C01192,Praneel Vyas,18,Female,Surat,West,20-50L,Impulse Buyer,4.7,In-App,Accessories,Bronze,2018-06-04,True,vmuni@example.net,+912022017545,True,False,False
C01193,Ekalinga Rao,23,Female,Nagpur,Central,<2L,Student,7.5,In-App,Activewear,Silver,2018-09-01,True,wishi92@example.net,1046627501,False,True,False
C01194,Onveer Ravi,30,Female,Ahmedabad,West,5-10L,Brand Loyalist,10.4,Email,Footwear,Bronze,2022-05-26,True,rkrishnan@example.org,+913607854833,True,True,True
C01195,Kashish Tripathi,19,Male,Lucknow,North,2-5L,Budget Shopper,3.3,WhatsApp,Innerwear,Silver,2020-05-22,True,pdhar@example.net,3680601457,True,True,True
C01196,Veer Desai,34,Male,Kolkata,East,<2L,Brand Loyalist,10.5,Email,Innerwear,Bronze,2019-01-23,False,esunder@example.com,8581970150,True,False,True
C01197,Rachana Taneja,40,Female,Ludhiana,North,5-10L,Working Professional,2.5,In-App,Innerwear,Gold,2020-12-17,True,bdeo@example.net,+915192018285,False,True,False
C01198,Wazir Karan,64,Male,Patna,East,2-5L,Frequent Buyer,18.1,WhatsApp,Tops,Silver,2018-12-29,True,shivaniaggarwal@example.com,3795829158,False,True,True
C01199,Ekantika Dash,21,Male,Bengaluru,South,2-5L,Impulse Buyer,6.2,WhatsApp,Ethnic Wear,Silver,2023-05-03,True,sanghvisiddharth@example.net,7149207574,False,True,True
C01200,Dayita Goswami,21,Female,Lucknow,North,<2L,Student,7.6,WhatsApp,Outerwear,Bronze,2021-07-26,False,unni39@example.com,+916259188312,True,True,True
C01201,Upma Sengupta,23,Female,Pune,West,<2L,Student,9.9,WhatsApp,Accessories,Platinum,2021-04-20,True,radhashenoy@example.com,+914434354978,True,False,False
C01202,Nitesh Puri,43,Male,Chandigarh,North,2-5L,Family Shopper,10.6,WhatsApp,Dresses,Platinum,2021-01-02,False,vamakshi15@example.com,4380299034,True,True,False
C01203,Chaman Dass,18,Male,Delhi,North,<2L,Student,2.9,WhatsApp,Ethnic Wear,Gold,2023-04-05,True,urishilla96@example.org,0094091657,True,False,False
C01204,Vanya Sagar,38,Female,Kochi,South,<2L,Brand Loyalist,5.2,SMS,Tops,Silver,2021-05-26,True,bhavnaganesh@example.com,02254920369,True,False,True
C01205,Chatresh Chad,22,Female,Delhi,North,<2L,Student,5.5,Push Notification,Footwear,Bronze,2022-07-03,False,daniel15@example.org,03117226414,True,True,True
C01206,Falguni Sama,40,Female,Surat,West,10-20L,Brand Loyalist,4.6,Push Notification,Ethnic Wear,Silver,2018-09-18,True,aptedominic@example.net,02933598474,True,False,True
C01207,Nakul Yohannan,19,Female,Surat,West,<2L,Student,10.2,In-App,Innerwear,Silver,2020-10-08,True,ekantikasahni@example.net,07715390226,True,False,True
C01208,Charvi Shroff,18,Female,Bengaluru,South,<2L,Student,6.7,Email,Activewear,Silver,2019-12-31,True,nehanair@example.org,+913299090064,False,True,False
C01209,Niharika Bir,23,Male,Nagpur,Central,<2L,Student,8.8,SMS,Ethnic Wear,Gold,2019-09-30,True,charvi27@example.net,03554042316,True,True,False
