employee_id,store_id,name,role,join_date,salary,performance_score,is_active
E00349,S0083,Nisha Arora,Stock Associate,2019-10-26,117332,2.2,True
E00350,S0098,Anvi Wason,Security,2021-09-24,22872,2.8,True
E00351,S0046,Anay Thakkar,Warehouse Staff,2018-10-12,79450,4.9,True
E00352,S0101,Praneel Chhabra,Cashier,2023-07-09,29212,2.4,True
E00353,S0056,Manthan Khosla,Sales Associate,2022-12-14,108768,2.8,True
E00354,S0019,Zayyan Pandya,Stock Associate,2023-01-01,17459,4.7,True
E00355,S0001,Mekhala Brar,Store Manager,2022-05-19,49922,2.5,True
E00356,S0101,Nidra Sharaf,Store Manager,2023-10-13,107747,4.8,True
E00357,S0112,Upkaar Mital,Security,2018-10-15,85795,2.7,True
E00358,S0124,Azad Chander,Sales Associate,2022-01-10,58704,4.0,True
E00359,S0024,Ladli Purohit,Customer Service Rep,2023-12-30,59572,2.2,True
E00360,S0075,Daksh Andra,Visual Merchandiser,2019-12-25,87676,2.1,True
E00361,S0049,Fitan Tata,Stock Associate,2022-05-17,28994,3.9,True
E00362,S0022,Garima Chandran,Warehouse Staff,2020-02-16,33342,2.1,True
E00363,S0062,Victor Kakar,Warehouse Staff,2022-05-12,23256,4.4,True
E00364,S0128,Anika Batra,Warehouse Staff,2018-03-09,19855,3.0,True
E00365,S0011,Avni Bali,Security,2019-04-30,42745,4.4,True
E00366,S0118,Divya Babu,Cashier,2020-08-12,24441,2.1,True
E00367,S0005,Maanas Rao,Warehouse Staff,2018-07-07,46808,4.1,True
E00368,S0045,Chandani Gaba,Store Manager,2021-06-12,119031,2.3,True
E00369,S0017,Lopa Zachariah,Sales Associate,2019-04-13,80161,3.8,True
E00370,S0017,Leena Dey,Visual Merchandiser,2022-10-12,59216,4.4,False
E00371,S0103,Xiti Pal,Customer Service Rep,2019-05-10,104664,3.7,True
E00372,S0055,Guneet Sarkar,Store Manager,2019-12-12,58975,2.2,True
E00373,S0107,Faqid Oak,Cashier,2022-02-24,87536,2.5,True
E00374,S0149,Eta Balan,Store Manager,2019-07-01,28102,4.4,True
E00375,S0097,Shravya Swaminathan,Cashier,2018-03-06,78827,2.2,True
E00376,S0023,Ishani Prashad,Stock Associate,2022-09-01,105898,4.4,True
E00377,S0033,Quincy Rai,Visual Merchandiser,2019-08-10,98863,2.8,True
E00378,S0062,Chakrika Koshy,Cashier,2018-06-04,93154,2.5,True
E00379,S0023,Fitan Loyal,Stock Associate,2021-11-25,69891,2.0,True
E00380,S0031,Lajita Dube,Sales Associate,2022-01-22,114762,5.0,True
E00381,S0119,Edhitha Patel,Visual Merchandiser,2021-02-06,21955,2.6,True
E00382,S0122,Gavin Ahluwalia,Warehouse Staff,2019-12-24,35940,4.0,True
E00383,S0094,Sai Parsa,Stock Associate,2020-05-08,71973,2.8,True
E00384,S0117,Harsh Deo,Store Manager,2019-03-04,112047,2.2,True
E00385,S0041,Rachit Sankar,Store Manager,2023-06-10,82489,2.3,False
E00386,S0114,Yauvani Reddy,Customer Service Rep,2022-09-13,41050,4.2,False
E00387,S0059,Atharv Chakraborty,Sales Associate,2021-08-28,44855,2.3,True
E00388,S0052,Girik Nair,Security,2020-06-22,24637,3.4,True
E00389,S0112,Advik Manne,Cashier,2020-06-04,94879,3.4,True
E00390,S0035,Lipika Chad,Warehouse Staff,2020-03-06,97840,3.1,True
E00391,S0086,Omkaar Rai,Cashier,2018-05-12,105729,3.7,True
E00392,S0029,Liam Luthra,Warehouse Staff,2023-02-22,69817,2.5,True
E00393,S0076,Amrita Tailor,Cashier,2019-11-28,90775,4.9,False
E00394,S0023,Dev Ganesh,Security,2023-11-08,79122,4.6,True
E00395,S0122,Anya Sama,Warehouse Staff,2021-02-17,16901,4.2,True
E00396,S0064,Veda Bose,Visual Merchandiser,2021-09-02,71917,3.7,False
E00397,S0039,Zayan Koshy,Store Manager,2022-09-08,20796,2.1,True
E00398,S0130,Rohan Shankar,Store Manager,2022-10-10,84615,3.2,True
E00399,S0026,Krishna Modi,Warehouse Staff,2023-07-22,46524,2.2,True
E00400,S0105,Meghana Natarajan,Visual Merchandiser,2019-06-28,61976,2.9,True
E00401,S0024,Forum Sarraf,Store Manager,2023-05-20,102691,2.9,True
E00402,S0147,Qushi Deshpande,Store Manager,2023-02-07,75786,4.3,False
E00403,S0104,Ekani Iyer,Cashier,2022-02-26,97157,3.4,True
E00404,S0019,Dipta Goel,Security,2021-09-25,84588,2.1,True
E00405,S0070,Eiravati Manne,Visual Merchandiser,2018-11-28,96324,4.6,True
E00406,S0015,Xavier Nanda,Customer Service Rep,2018-07-31,29544,3.1,True
E00407,S0011,Avni Ramaswamy,Customer Service Rep,2022-02-09,37972,3.9,True
E00408,S0144,Ishaan Iyengar,Visual Merchandiser,2019-07-21,58899,2.7,True
E00409,S0123,Avi Shenoy,Visual Merchandiser,2020-07-12,57003,3.1,True
E00410,S0109,Raksha Manne,Stock Associate,2018-08-12,23305,3.1,True
E00411,S0129,Nilima Tata,Sales Associate,2023-04-10,108038,3.6,True
E00412,S0075,Chavvi Khurana,Warehouse Staff,2022-02-16,119844,4.0,True
E00413,S0017,Mitesh Sampath,Visual Merchandiser,2023-02-19,26443,2.2,False
E00414,S0074,Ethan Sen,Sales Associate,2019-03-24,36596,2.8,True
E00415,S0128,Nandini Warrior,Cashier,2020-04-16,83247,4.9,True
E00416,S0107,Balhaar Parsa,Cashier,2023-04-26,60442,3.3,True
E00417,S0006,Ikbal Kothari,Stock Associate,2020-02-14,23250,2.1,True
E00418,S0134,Ojas Basu,Customer Service Rep,2022-08-14,90851,3.0,True
E00419,S0084,Garima Sani,Warehouse Staff,2023-12-12,86888,3.3,True
E00420,S0034,Advaith Chaudhari,Stock Associate,2019-12-05,118450,2.8,True
E00421,S0074,Tristan Uppal,Store Manager,2019-08-31,61284,2.9,False
E00422,S0042,Sanaya Prasad,Stock Associate,2020-01-17,37984,4.5,True
E00423,S0040,Ubika Tella,Cashier,2020-09-01,30324,2.1,True
E00424,S0033,Hemani Bakshi,Warehouse Staff,2020-12-02,63453,2.6,True
E00425,S0009,Henry Merchant,Customer Service Rep,2021-11-09,34391,3.1,True
E00426,S0042,Frederick D’Alia,Stock Associate,2019-05-13,18266,3.2,True
E00427,S0038,Ijaya Muni,Warehouse Staff,2021-08-04,35454,2.0,True
E00428,S0130,Tamanna Jhaveri,Customer Service Rep,2021-04-25,77116,4.7,False
E00429,S0147,Ijaya Soni,Cashier,2022-12-16,59392,4.1,True
E00430,S0011,Raksha Sethi,Cashier,2019-04-24,55380,2.1,True
E00431,S0057,Ekalinga Mital,Warehouse Staff,2022-01-03,27121,3.0,True
E00432,S0050,Ishwar Bajaj,Visual Merchandiser,2021-02-12,40652,2.1,True
E00433,S0115,Ikbal Gala,Sales Associate,2023-09-28,66697,2.6,True
E00434,S0131,Zaitra Ghosh,Store Manager,2022-01-18,67108,2.4,False
E00435,S0095,Ganga Sandhu,Security,2022-03-08,16597,2.9,True
E00436,S0115,Vincent Ravel,Sales Associate,2020-06-02,110401,4.7,True
E00437,S0107,Quincy Sankaran,Warehouse Staff,2021-03-28,36468,4.4,False
E00438,S0109,Ayush Hora,Security,2019-07-26,91962,3.8,True
E00439,S0078,Pushti Ramachandran,Warehouse Staff,2023-11-22,58963,2.2,False
E00440,S0097,Tanish Jha,Sales Associate,2018-01-28,68668,3.9,True
E00441,S0045,Dev Chaudry,Warehouse Staff,2019-07-15,41117,2.6,True
E00442,S0142,Jasmit Nanda,Warehouse Staff,2018-06-22,54582,4.5,True
E00443,S0144,Tanvi Comar,Warehouse Staff,2020-07-08,18517,4.4,True
E00444,S0077,Vrishti Wable,Warehouse Staff,2019-05-24,100696,4.0,True
E00445,S0046,Lipika Ramanathan,Warehouse Staff,2020-09-29,18728,2.4,True
E00446,S0018,Ijaya Pandey,Customer Service Rep,2023-05-23,89130,3.3,True
E00447,S0122,Orinder Mishra,Sales Associate,2022-03-09,82177,4.2,True
E00448,S0067,Krish Munshi,Cashier,2018-08-28,34154,3.0,False
E00449,S0035,William Mody,Customer Service Rep,2019-10-31,21932,2.8,True
E00450,S0092,Qadim Prakash,Store Manager,2021-04-02,53228,3.6,False
E00451,S0132,Yasti Rama,Visual Merchandiser,2020-01-21,115229,2.3,True
E00452,S0140,Lakshit Rajagopal,Customer Service Rep,2021-07-19,104780,4.4,True
E00453,S0093,Quincy Sur,Sales Associate,2023-12-29,91027,3.1,True
E00454,S0036,Ojas Suri,Stock Associate,2022-03-08,117079,3.5,True
E00455,S0042,Logan Grover,Sales Associate,2020-06-11,35257,3.5,True
E00456,S0144,Shravya Bera,Sales Associate,2022-09-06,75357,4.7,True
E00457,S0034,Aditya Sundaram,Store Manager,2023-05-19,60640,2.9,True
E00458,S0114,Robert Rajagopalan,Customer Service Rep,2019-12-07,108047,2.9,True
E00459,S0031,Nilima Swamy,Visual Merchandiser,2019-06-12,105995,2.4,True
E00460,S0033,Sachi Suresh,Visual Merchandiser,2019-06-18,25302,3.3,True
E00461,S0029,Fitan Balasubramanian,Sales Associate,2018-03-19,116540,3.5,True
E00462,S0051,Brinda Bali,Sales Associate,2018-05-15,118947,4.0,True
E00463,S0121,Umang Yogi,Sales Associate,2020-11-02,20672,2.2,True
E00464,S0025,Om Shankar,Sales Associate,2020-04-21,92018,4.7,True
E00465,S0090,Yasti Chowdhury,Store Manager,2019-01-07,34078,4.5,False
E00466,S0149,Amrita Peri,Customer Service Rep,2021-12-13,36044,4.6,True
E00467,S0062,Ridhi Kamdar,Sales Associate,2019-02-10,90777,4.3,True
E00468,S0050,Harsh Kota,Stock Associate,2019-12-05,113830,3.6,False
E00469,S0026,Bachittar Sengupta,Visual Merchandiser,2023-08-28,107767,3.4,True
E00470,S0048,Ijaya Chahal,Warehouse Staff,2019-03-16,38704,4.5,False
E00471,S0109,Jacob Khalsa,Visual Merchandiser,2023-10-08,44825,3.2,True
E00472,S0081,Indali Sangha,Sales Associate,2023-03-24,29459,3.6,True
E00473,S0093,Liam Jhaveri,Stock Associate,2018-06-16,25780,3.0,True
E00474,S0073,Daniel Panchal,Warehouse Staff,2021-07-01,105052,4.9,True
E00475,S0142,Om Naik,Security,2021-04-05,71093,2.6,True
E00476,S0122,Bimala Loke,Customer Service Rep,2020-01-05,16675,5.0,True
E00477,S0027,Krishna Sabharwal,Security,2022-11-30,83506,4.0,True
E00478,S0037,Aradhana Date,Security,2022-06-29,106099,3.8,True
E00479,S0044,Zaid Dhingra,Sales Associate,2022-01-29,41094,3.0,True
E00480,S0104,Yug Ramaswamy,Sales Associate,2020-08-11,70666,4.2,True
E00481,S0149,Lucky Luthra,Stock Associate,2022-06-28,61674,3.4,True
E00482,S0104,Keya Seth,Warehouse Staff,2023-09-26,51554,2.4,True
E00483,S0032,Girik Rau,Stock Associate,2023-06-28,80178,2.7,False
E00484,S0008,Jyoti Sha,Sales Associate,2018-08-05,23942,3.5,True
E00485,S0046,Falak Agate,Security,2021-09-01,35019,2.9,True
E00486,S0020,Tara Parmar,Warehouse Staff,2023-03-24,41467,2.9,True
E00487,S0130,Mitali Kamdar,Stock Associate,2021-11-08,85848,3.6,False
E00488,S0009,Siddharth Talwar,Security,2019-05-03,65283,3.4,False
E00489,S0114,Ekantika Mander,Warehouse Staff,2018-05-28,19306,2.5,True
E00490,S0078,Kalpit Sundaram,Cashier,2023-07-07,71450,2.4,True
E00491,S0125,Chanakya Batra,Sales Associate,2023-07-03,101517,3.7,True
E00492,S0121,Tripti Babu,Warehouse Staff,2019-10-03,81412,2.2,True
E00493,S0097,Nakul Sastry,Customer Service Rep,2021-03-11,57006,2.2,True
E00494,S0033,Aadi Sangha,Customer Service Rep,2021-11-29,112262,3.8,True
E00495,S0088,Kevin Mittal,Security,2019-02-03,71118,3.0,True
E00496,S0090,Anusha Chander,Store Manager,2020-09-27,47455,2.7,True
E00497,S0022,Zashil Butala,Sales Associate,2021-06-02,30003,3.0,True
E00498,S0084,Noah Ben,Store Manager,2023-03-03,101214,4.6,True
E00499,S0108,Dalaja Kaur,Stock Associate,2018-03-25,106220,3.4,True
E00500,S0082,Gavin Chandran,Security,2022-05-18,57260,3.7,True
E00501,S0026,Tanay Sood,Visual Merchandiser,2021-10-08,80107,3.5,True
E00502,S0087,Kevin Kara,Cashier,2021-05-11,62622,4.9,True
E00503,S0020,Aditya Anand,Visual Merchandiser,2021-03-23,49754,2.1,False
E00504,S0103,Jai Sami,Visual Merchandiser,2019-01-12,109071,4.5,True
E00505,S0087,Vanya Bobal,Stock Associate,2018-10-03,89242,4.4,True
E00506,S0054,Leela Chakraborty,Customer Service Rep,2018-11-11,100398,4.5,True
E00507,S0077,Harshil Munshi,Security,2021-07-07,41224,3.2,True
E00508,S0132,Chandani Devan,Warehouse Staff,2020-01-10,17438,3.9,True
E00509,S0048,Kiaan Dhar,Warehouse Staff,2020-05-22,101613,4.9,True
E00510,S0120,Abhiram Gala,Stock Associate,2023-12-23,95533,4.6,False
E00511,S0145,Indali Kala,Store Manager,2023-11-10,41299,3.1,True
E00512,S0039,Nisha Savant,Stock Associate,2022-11-19,68773,3.0,True
E00513,S0017,Gabriel Chaudhry,Visual Merchandiser,2022-08-17,49987,4.5,True
E00514,S0066,Jatin Rajagopalan,Visual Merchandiser,2022-07-21,46258,2.3,True
E00515,S0063,Pushti Murty,Stock Associate,2023-03-17,78620,3.7,True
E00516,S0010,Yug Malhotra,Visual Merchandiser,2019-10-15,50744,2.4,True
E00517,S0072,Yuvraj Mane,Cashier,2018-06-22,109696,3.5,True
E00518,S0022,Charvi Jha,Customer Service Rep,2021-05-05,23333,4.7,True
E00519,S0094,Manya Merchant,Sales Associate,2022-06-14,109926,4.5,True
E00520,S0147,Wriddhish Talwar,Sales Associate,2023-11-08,102060,4.5,False
E00521,S0135,Isaiah Khosla,Stock Associate,2023-07-27,26829,2.7,True
E00522,S0081,Ekavir Wable,Customer Service Rep,2022-05-17,113090,4.2,False
E00523,S0056,Jalsa Nadig,Cashier,2019-03-14,37957,2.6,True
E00524,S0105,Lila Salvi,Stock Associate,2018-08-18,79272,3.6,True
E00525,S0029,Orinder Sinha,Customer Service Rep,2022-10-02,77240,4.0,False
E00526,S0038,Anay Bir,Customer Service Rep,2023-05-01,108804,3.1,True
E00527,S0009,Adweta Kale,Store Manager,2020-09-08,48158,3.7,True
E00528,S0093,Darpan Rao,Sales Associate,2023-12-31,45983,4.6,True
E00529,S0101,Yachana Sagar,Stock Associate,2021-05-17,26829,4.8,True
E00530,S0077,Neelima Butala,Visual Merchandiser,2019-10-19,72520,3.9,False
E00531,S0105,Arunima Chacko,Store Manager,2021-01-27,25498,4.5,False
E00532,S0121,Farhan Vaidya,Security,2021-09-24,109029,3.3,False
E00533,S0026,Nachiket Yadav,Cashier,2020-12-04,81366,2.2,True
E00534,S0141,Mahika Bhatti,Customer Service Rep,2023-01-31,106122,2.1,True
E00535,S0048,Rajeshri Khare,Warehouse Staff,2019-07-12,15403,3.2,True
E00536,S0081,Yash Chadha,Sales Associate,2019-03-30,35686,2.7,True
E00537,S0034,Jack Setty,Security,2021-08-01,74177,3.4,True
E00538,S0067,Dayamai Gill,Cashier,2021-09-03,119795,2.8,True
E00539,S0095,Advik Devan,Cashier,2022-05-31,64456,4.8,False
E00540,S0058,Nihal Taneja,Store Manager,2018-04-05,88207,3.9,True
E00541,S0023,Zansi Lad,Warehouse Staff,2020-03-23,49312,4.1,True
E00542,S0103,Kamya Date,Security,2020-12-01,34562,2.3,True
E00543,S0146,Jacob Balan,Sales Associate,2018-02-27,109186,3.6,True
E00544,S0117,Pushti Magar,Warehouse Staff,2019-05-01,44423,4.1,True
E00545,S0069,Adya Bose,Stock Associate,2023-07-18,65079,2.4,False
E00546,S0056,Tamanna Vaidya,Stock Associate,2020-02-15,69831,2.5,True
E00547,S0008,Christopher Tata,Stock Associate,2020-12-08,45865,3.9,False
E00548,S0095,Jhalak Dugar,Warehouse Staff,2018-12-18,16352,3.4,False
E00549,S0102,Harshil D’Alia,Visual Merchandiser,2022-04-20,107858,3.3,True
E00550,S0019,Yashodhara Agate,Sales Associate,2018-08-29,21830,3.0,True
E00551,S0091,Advik Konda,Store Manager,2018-01-22,48247,3.5,True
E00552,S0102,Urmi Patla,Customer Service Rep,2019-06-26,88342,2.1,True
E00553,S0044,Mason Gola,Warehouse Staff,2021-10-21,76352,2.4,True
E00554,S0136,Oni Kapur,Security,2019-08-04,49131,2.4,True
E00555,S0033,Yuvraj Saha,Warehouse Staff,2021-02-24,113018,3.1,True
E00556,S0068,Anika Brahmbhatt,Stock Associate,2023-10-19,56026,3.3,True
E00557,S0126,Jagdish Thakkar,Cashier,2022-12-08,21975,2.6,True
E00558,S0047,Praneel Kapoor,Store Manager,2023-04-11,49108,2.5,True
E00559,S0030,Nandini Biswas,Warehouse Staff,2018-06-17,72870,3.1,True
E00560,S0125,Barkha Mukhopadhyay,Warehouse Staff,2023-07-13,29744,4.5,False
E00561,S0032,Gabriel Shan,Customer Service Rep,2019-01-19,41703,4.6,True
E00562,S0044,Jyoti Iyer,Stock Associate,2020-05-19,91486,5.0,True
E00563,S0147,Daksha Kibe,Cashier,2022-09-02,25070,2.7,True
E00564,S0025,Jyoti Tak,Customer Service Rep,2018-04-17,52261,4.0,True
E00565,S0101,Yatan Dora,Customer Service Rep,2019-03-11,57406,2.5,True
E00566,S0123,Nimrat Bajwa,Warehouse Staff,2021-01-08,92883,4.0,True
E00567,S0012,Hiral Andra,Warehouse Staff,2021-08-23,110885,5.0,False
E00568,S0146,Aarav Puri,Cashier,2020-05-15,21380,4.4,True
E00569,S0015,Hemang Jha,Sales Associate,2022-04-12,27130,3.2,True
E00570,S0103,Oni Swamy,Sales Associate,2018-03-26,42292,2.5,True
E00571,S0073,Lucky Mammen,Cashier,2019-05-09,54131,3.5,True
E00572,S0080,Caleb Kata,Cashier,2022-01-10,102231,2.3,True
E00573,S0052,Kashish Shanker,Warehouse Staff,2022-12-30,65867,3.4,True
E00574,S0109,Girish Tiwari,Sales Associate,2022-09-27,63265,3.8,True
E00575,S0110,Meera Borde,Sales Associate,2018-06-15,82284,3.0,True
E00576,S0058,Radhika De,Cashier,2023-07-22,84111,3.9,True
E00577,S0075,Bishakha Lal,Warehouse Staff,2022-11-27,25378,4.7,True
E00578,S0039,Maya Narain,Cashier,2021-05-15,47591,3.6,True
E00579,S0013,Sneha Magar,Sales Associate,2018-07-04,82294,2.3,True
E00580,S0025,Falan Jain,Warehouse Staff,2020-11-03,61590,2.8,True
E00581,S0129,Ikbal Dugal,Store Manager,2019-04-12,112060,4.0,True
E00582,S0047,Nitesh Sengupta,Security,2018-07-05,25917,3.2,True
E00583,S0081,Dipta Ray,Warehouse Staff,2023-01-17,96764,4.4,True
E00584,S0048,Ishita Johal,Visual Merchandiser,2020-01-29,25252,4.2,True
E00585,S0028,Darika Sheth,Security,2023-12-29,17348,2.0,True
E00586,S0044,Jagdish Chana,Warehouse Staff,2023-02-28,105676,3.2,True
E00587,S0125,Daksha Baria,Stock Associate,2022-01-17,105526,4.0,True
E00588,S0102,Falak Divan,Stock Associate,2018-12-25,31395,2.4,True
E00589,S0005,Yuvraj Parekh,Visual Merchandiser,2018-04-20,42424,3.4,True
E00590,S0062,Yochana Bawa,Security,2020-02-21,26284,2.9,True
E00591,S0122,Abha Ghosh,Security,2018-03-31,30264,2.5,True
E00592,S0114,Nidhi Sethi,Warehouse Staff,2023-04-16,17572,4.6,True
E00593,S0052,Girindra Shere,Stock Associate,2022-05-24,21674,3.0,True
E00594,S0111,Logan Dara,Security,2023-07-24,111610,3.7,True
E00595,S0075,David Kapadia,Store Manager,2023-06-20,67386,3.5,True
E00596,S0125,Rudra Rattan,Visual Merchandiser,2018-09-06,84246,2.1,True
E00597,S0142,Frado Lad,Sales Associate,2021-01-02,99974,3.3,True
E00598,S0127,Anthony Bhattacharyya,Customer Service Rep,2023-01-11,106424,3.3,True
E00599,S0050,Sachi Dave,Warehouse Staff,2021-11-09,72424,2.7,True
E00600,S0087,Garima Das,Warehouse Staff,2019-06-22,53455,4.2,True
E00601,S0107,Triya Bedi,Customer Service Rep,2023-04-19,119825,4.9,True
E00602,S0054,Rachita Rana,Stock Associate,2018-12-20,102432,3.4,True
E00603,S0041,Ayushman Raja,Warehouse Staff,2019-02-18,119003,3.2,False
E00604,S0078,Orinder Pandya,Visual Merchandiser,2020-05-07,87984,2.1,True
E00605,S0067,Rachit Maharaj,Customer Service Rep,2019-10-12,37900,4.5,False
E00606,S0009,Sanaya Dixit,Sales Associate,2021-10-15,71442,2.3,True
E00607,S0144,Yatan Merchant,Visual Merchandiser,2023-06-16,48793,5.0,True
E00608,S0012,Nisha Srinivas,Stock Associate,2019-09-12,105457,4.6,True
E00609,S0027,Gagan Mammen,Store Manager,2022-11-29,119724,3.4,True
E00610,S0029,Laksh Saini,Sales Associate,2019-02-22,88724,2.1,True
E00611,S0031,Zaid Bahl,Visual Merchandiser,2022-01-21,35582,4.2,True
E00612,S0130,Jagrati Srinivasan,Warehouse Staff,2019-02-11,35223,3.9,True
E00613,S0036,Hemangini Thakkar,Sales Associate,2020-04-06,72554,4.9,True
E00614,S0002,Lipika Madan,Visual Merchandiser,2023-04-25,59737,2.9,True
E00615,S0069,Atharv Nagar,Customer Service Rep,2022-08-27,62270,3.9,True
E00616,S0136,Ayushman Mand,Security,2020-07-23,33087,4.4,True
E00617,S0105,Urmi Wagle,Warehouse Staff,2023-10-16,119150,4.0,False
E00618,S0114,Viraj Dutta,Cashier,2018-02-10,109060,4.4,False
E00619,S0022,Yug Khosla,Customer Service Rep,2021-07-13,67645,4.9,True
E00620,S0016,Daksh Kanda,Security,2018-06-01,101530,4.8,True
E00621,S0148,Isha Ghose,Store Manager,2023-10-31,53761,3.3,False
E00622,S0142,Warjas Nadkarni,Stock Associate,2021-07-08,60109,2.0,True
E00623,S0136,Ayaan Pandey,Cashier,2022-07-13,73482,3.9,False
E00624,S0114,Raghav Tailor,Customer Service Rep,2022-07-15,116633,2.6,True
E00625,S0010,Parth Swaminathan,Customer Service Rep,2022-05-17,110040,4.2,False
E00626,S0134,Gautam Bhalla,Stock Associate,2020-05-25,27166,3.5,True
E00627,S0088,Theodore Bahri,Cashier,2018-04-06,18655,4.7,True
E00628,S0067,Aadi Narula,Visual Merchandiser,2021-05-29,110225,3.3,True
E00629,S0016,Kalpit Oak,Customer Service Rep,2020-11-29,97180,3.5,True
E00630,S0032,Ekiya Bhargava,Warehouse Staff,2021-05-05,90030,4.2,True
E00631,S0061,Manbir Dhar,Visual Merchandiser,2021-12-05,54216,2.9,True
E00632,S0147,Janya Bora,Cashier,2022-03-27,83113,4.2,True
E00633,S0133,Meghana Chaudhuri,Visual Merchandiser,2022-01-19,74547,2.3,True
E00634,S0106,Chasmum Naidu,Sales Associate,2019-01-13,23151,3.3,True
E00635,S0055,Nakul Sarkar,Warehouse Staff,2018-11-16,63404,4.0,True
E00636,S0144,Edhitha Ghosh,Security,2020-12-16,91585,3.5,True
E00637,S0113,Udant Gill,Warehouse Staff,2022-09-04,36344,2.4,True
E00638,S0118,Damyanti Menon,Cashier,2023-10-04,84355,2.4,True
E00639,S0122,Peter Agarwal,Store Manager,2019-10-05,88272,3.1,False
E00640,S0105,Bachittar Gopal,Sales Associate,2019-05-11,63442,3.7,True
E00641,S0040,Timothy Chawla,Sales Associate,2022-03-02,54967,5.0,True
E00642,S0125,Lohit Narula,Store Manager,2019-08-09,33630,4.4,True
E00643,S0079,Wazir Palan,Stock Associate,2020-06-02,38996,4.5,True
E00644,S0032,Oliver Chakrabarti,Customer Service Rep,2018-10-04,20856,3.3,True
E00645,S0145,Sanya Apte,Warehouse Staff,2021-10-15,117413,3.1,True
E00646,S0034,Shaurya Krish,Cashier,2023-08-30,98422,3.4,True
E00647,S0115,Inaya Kunda,Cashier,2021-08-25,26706,4.4,True
E00648,S0105,Aarav Bava,Security,2020-08-11,66825,3.0,True
E00649,S0114,Raksha Saini,Stock Associate,2018-12-29,36707,4.1,True
E00650,S0080,Odika Tailor,Sales Associate,2018-12-15,40221,4.9,True
E00651,S0014,Indali Prashad,Visual Merchandiser,2023-05-04,80881,4.7,True
E00652,S0137,Varenya Kar,Cashier,2018-03-19,51039,4.4,True
E00653,S0149,Siya Borah,Warehouse Staff,2018-12-13,84932,3.8,True
E00654,S0012,Chaitaly Bahri,Warehouse Staff,2018-04-06,59558,3.3,True
E00655,S0136,Advika Cheema,Customer Service Rep,2022-04-14,48708,2.3,False
E00656,S0139,Hema Garde,Cashier,2021-03-14,33878,2.5,True
E00657,S0040,Naveen Borde,Stock Associate,2022-07-27,103946,2.5,True
E00658,S0084,Hamsini Subramanian,Cashier,2018-04-22,108493,2.2,True
E00659,S0082,Raagini Gala,Cashier,2022-08-18,57495,2.8,False
E00660,S0031,Naksh Bera,Store Manager,2020-04-09,46407,4.3,True
E00661,S0127,Garima Jha,Security,2019-04-17,50296,2.2,True
E00662,S0105,Nimrat Zachariah,Sales Associate,2023-06-07,18788,3.2,True
E00663,S0005,Baghyawati Mishra,Stock Associate,2019-02-20,47285,4.3,True
E00664,S0033,Gopal Bawa,Stock Associate,2022-07-25,73455,2.3,True
E00665,S0053,Vritti Dube,Cashier,2022-03-10,85836,5.0,True
E00666,S0138,Jalsa Aggarwal,Security,2023-01-25,20477,2.0,True
E00667,S0075,Gagan Menon,Cashier,2018-01-03,22887,4.8,True
E00668,S0065,Ryan Chatterjee,Security,2021-12-10,97864,2.6,True
E00669,S0073,Samuel Garde,Store Manager,2019-10-24,111886,3.6,True
E00670,S0023,Finn Solanki,Security,2019-05-19,33304,4.2,False
E00671,S0111,Darika Rao,Visual Merchandiser,2023-08-30,56720,4.7,False
E00672,S0067,Vrinda Lanka,Warehouse Staff,2021-01-23,47234,4.0,True
E00673,S0054,Lila Goyal,Warehouse Staff,2021-09-07,17080,4.7,True
E00674,S0001,Lakshmi Pingle,Warehouse Staff,2018-01-18,16255,4.0,True
E00675,S0126,Sanaya Basu,Security,2018-11-29,118193,4.6,True
E00676,S0138,Ria Shroff,Store Manager,2022-12-29,103112,2.4,False
E00677,S0097,Upkaar Luthra,Customer Service Rep,2022-05-04,38224,4.5,True
E00678,S0003,Matthew Chatterjee,Sales Associate,2023-03-11,63559,4.8,True
E00679,S0057,Hemangini Sachdev,Store Manager,2021-02-25,104201,4.8,True
E00680,S0024,Darsh Ram,Stock Associate,2020-06-24,45704,4.9,False
E00681,S0010,Vaishnavi Keer,Stock Associate,2023-07-12,107280,4.1,True
E00682,S0051,Chandani Brar,Security,2019-03-31,51352,3.7,True
E00683,S0142,Bakhshi Thakkar,Visual Merchandiser,2019-12-20,23566,3.8,True
E00684,S0033,Jai Sen,Stock Associate,2020-07-22,83561,4.2,True
E00685,S0006,Oliver Kakar,Stock Associate,2023-02-03,15256,4.8,True
E00686,S0014,Jonathan Basak,Customer Service Rep,2022-11-07,68330,2.8,True
E00687,S0120,Farhan Saran,Warehouse Staff,2022-01-20,82797,4.3,False
E00688,S0058,Manbir Kuruvilla,Store Manager,2021-02-12,70058,3.6,True
E00689,S0101,Ekalinga Chahal,Visual Merchandiser,2021-10-02,25722,4.6,True
E00690,S0058,Mekhala Nanda,Security,2018-11-01,47765,2.6,True
E00691,S0017,Zinal Shanker,Sales Associate,2018-04-25,77910,3.3,True
E00692,S0086,Oni Chowdhury,Stock Associate,2020-10-09,29134,3.4,False
E00693,S0014,Mason Divan,Customer Service Rep,2023-10-30,119085,2.7,True
E00694,S0113,Hitesh Chaudhuri,Sales Associate,2023-01-03,90882,2.4,False
E00695,S0009,Hemangini Roy,Security,2021-07-07,105880,2.2,True
E00696,S0114,Leela Sunder,Store Manager,2021-05-19,95050,3.9,True
