customer_id,name,age,gender,city,region,income_bracket,segment,shopping_frequency,preferred_channel,preferred_category,loyalty_tier,registration_date,is_active,email,phone,app_installed,email_opt_in,sms_opt_in,recency_days,frequency,monetary,avg_order_val,first_purchase,last_purchase,recency_score,frequency_score,monetary_score,rfm_score,customer_lifetime_days,total_browses,avg_dwell_secs,cart_adds,browse_to_buy,wishlist_count,wishlist_bought,cart_count,cart_abandoned,review_count,avg_rating_given,gender_enc,income_bracket_enc,segment_enc,preferred_category_enc,loyalty_tier_enc
C00333,Vaishnavi Sridhar,54,Female,Bhopal,Central,20-50L,Luxury Shopper,2.4,WhatsApp,Bottoms,Gold,2018-10-21,True,gkala@example.org,8812282178,True,True,True,82,38,390738.73,10282.598157894736,2022-01-19,2024-10-11,1.0,5.0,5.0,11.0,996,82,122.17073170731707,12,0.08536585365853659,8,3,11,3,8.0,4.0,0,2,6,2,1
C00334,Nitesh Koshy,55,Female,Surat,West,2-5L,Budget Shopper,5.9,In-App,Bottoms,Bronze,2021-10-03,True,opathak@example.com,605603567,True,False,False,62,22,32314.79,1468.854090909091,2022-03-15,2024-10-31,1.0,1.0,1.0,3.0,961,92,126.41304347826087,17,0.09782608695652174,13,5,9,3,6.0,4.166666666666667,0,1,1,2,0
C00335,Joshua Srinivas,43,Female,Patna,East,20-50L,Seasonal Buyer,1.6,Push Notification,Innerwear,Silver,2020-07-31,True,pdugar@example.net,4716906181,True,True,True,1,25,37621.39,1504.8555999999999,2022-01-17,2024-12-31,5.0,1.0,1.0,7.0,1079,92,128.59782608695653,16,0.09782608695652174,6,1,10,8,9.0,4.777777777777778,0,2,7,6,3
C00336,Balveer Pingle,36,Female,Hyderabad,South,<2L,Budget Shopper,2.0,SMS,Accessories,Bronze,2020-03-01,True,maya47@example.net,4895478769,True,True,True,116,22,69352.79,3152.399545454545,2022-02-13,2024-09-07,1.0,1.0,2.0,4.0,937,92,121.8913043478261,21,0.13043478260869565,14,4,6,3,7.0,3.857142857142857,0,4,1,0,0
C00337,Upasna Nazareth,49,Male,Chandigarh,North,20-50L,Frequent Buyer,17.5,WhatsApp,Activewear,Silver,2021-06-11,True,surihema@example.net,9144449835,True,True,False,10,27,100520.0,3722.962962962963,2022-01-25,2024-12-22,4.0,2.0,2.0,8.0,1062,74,104.85135135135135,9,0.10810810810810811,8,3,15,7,13.0,4.076923076923077,1,2,4,1,3
C00338,Wriddhish Halder,18,Male,Pune,West,2-5L,Budget Shopper,2.9,In-App,Tops,Bronze,2022-04-28,True,damini35@example.net,6449639243,True,True,True,20,28,50735.98,1811.9992857142859,2022-01-24,2024-12-12,3.0,2.0,1.0,6.0,1053,77,135.32467532467533,17,0.15584415584415584,9,3,7,3,8.0,3.75,1,1,1,8,0
C00339,Ekani Jayaraman,18,Female,Lucknow,North,<2L,Student,3.8,Email,Tops,Gold,2023-09-11,True,lvenkatesh@example.org,4339527536,False,True,True,20,42,86340.51,2055.7264285714286,2022-01-05,2024-12-12,3.0,5.0,2.0,10.0,1072,85,121.07058823529412,18,0.047058823529411764,14,6,8,5,13.0,4.3076923076923075,0,4,8,8,1
C00340,Anika Sharaf,60,Female,Ludhiana,North,2-5L,Budget Shopper,2.6,WhatsApp,Accessories,Gold,2020-04-29,True,madhav49@example.org,1686013477,True,True,False,3,37,102646.11,2774.2191891891894,2022-04-09,2024-12-29,5.0,5.0,2.0,12.0,995,78,120.12820512820512,16,0.08974358974358974,8,2,5,1,14.0,3.4285714285714284,0,1,1,0,1
C00341,Yasti Salvi,48,Male,Kochi,South,2-5L,Frequent Buyer,16.6,SMS,Outerwear,Bronze,2022-04-21,True,amairabehl@example.com,7917665122,True,True,True,120,25,144353.1,5774.124,2022-01-30,2024-09-03,1.0,1.0,3.0,5.0,947,78,105.73076923076923,8,0.11538461538461539,7,2,9,1,9.0,3.6666666666666665,1,1,4,7,0
C00342,Janaki Bhagat,39,Male,Kolkata,East,<2L,Budget Shopper,4.2,In-App,Tops,Bronze,2021-04-14,True,boasearunima@example.org,8421630900,False,True,True,19,33,74537.94,2258.725454545455,2022-01-25,2024-12-13,4.0,4.0,2.0,10.0,1053,93,125.05376344086021,20,0.06451612903225806,9,2,11,4,13.0,4.384615384615385,1,4,1,8,0
C00343,Geetika Malhotra,50,Female,Chandigarh,North,>50L,Impulse Buyer,2.0,WhatsApp,Activewear,Bronze,2018-02-24,True,qushi33@example.org,9948532089,False,False,True,55,30,96385.77,3212.859,2022-04-20,2024-11-07,2.0,3.0,2.0,7.0,932,81,124.14814814814815,14,0.13580246913580246,8,2,8,1,12.0,3.5,0,5,5,1,0
C00344,Thomas Garg,32,Male,Delhi,North,10-20L,Working Professional,3.3,WhatsApp,Activewear,Bronze,2019-02-16,True,ijani@example.net,912199471136,True,True,False,120,26,162873.92,6264.381538461539,2022-01-26,2024-09-03,1.0,2.0,4.0,7.0,951,84,108.30952380952381,19,0.05952380952380952,14,4,10,2,7.0,3.7142857142857144,1,0,9,1,0
C00345,Wyatt Sharaf,30,Female,Kolkata,East,10-20L,Fashion Enthusiast,9.8,SMS,Activewear,Bronze,2019-10-15,True,oscarkannan@example.com,910346996733,True,False,False,42,32,174357.81,5448.6815625,2022-01-05,2024-11-20,2.0,4.0,4.0,10.0,1050,93,101.12903225806451,16,0.12903225806451613,12,3,12,3,10.0,4.2,0,0,3,1,0
C00346,Finn Rege,20,Female,Jaipur,North,<2L,Student,7.8,Email,Dresses,Gold,2021-02-14,False,jsavant@example.net,9608437685,False,True,False,86,33,143157.78,4338.114545454546,2022-01-22,2024-10-07,1.0,4.0,3.0,8.0,989,89,122.38202247191012,16,0.1348314606741573,13,2,13,5,13.0,4.615384615384615,0,4,8,3,1
C00347,Ansh Tata,48,Female,Surat,West,2-5L,Family Shopper,5.9,WhatsApp,Innerwear,Bronze,2020-08-28,True,msathe@example.org,2196263355,True,True,False,72,34,59779.49,1758.220294117647,2022-02-12,2024-10-21,1.0,4.0,1.0,6.0,982,84,118.36904761904762,15,0.10714285714285714,8,4,5,0,10.0,3.4,0,1,2,6,0
C00348,Anusha Kothari,38,Male,Ahmedabad,West,10-20L,Working Professional,10.0,Email,Outerwear,Silver,2022-08-07,True,vihaan69@example.com,919317069556,True,True,False,7,41,485413.68,11839.358048780488,2022-01-08,2024-12-25,5.0,5.0,5.0,15.0,1082,91,117.16483516483517,13,0.06593406593406594,16,9,10,4,13.0,4.230769230769231,1,0,9,7,3
C00349,Vritti Sarin,19,Female,Vadodara,West,10-20L,Fashion Enthusiast,9.7,WhatsApp,Outerwear,Silver,2022-01-01,True,fsamra@example.com,5345472239,True,True,True,50,32,384739.65,12023.1140625,2022-02-14,2024-11-12,2.0,4.0,5.0,11.0,1002,78,133.12820512820514,14,0.1282051282051282,11,3,8,2,16.0,4.0625,0,0,3,7,3
C00350,Balhaar Raj,21,Female,Jaipur,North,10-20L,Frequent Buyer,16.6,WhatsApp,Tops,Gold,2022-11-04,False,chanakya31@example.net,911980418472,False,False,False,15,35,128454.39,3670.1254285714285,2022-02-20,2024-12-17,4.0,4.0,3.0,11.0,1031,91,118.91208791208791,20,0.08791208791208792,10,4,8,3,7.0,3.5714285714285716,0,0,4,8,1
C00351,Lucky Sarin,44,Female,Ahmedabad,West,>50L,Seasonal Buyer,2.9,SMS,Accessories,Silver,2018-08-27,True,quincy36@example.com,918131909248,False,False,True,12,41,234547.23,5720.6641463414635,2022-01-17,2024-12-20,4.0,5.0,5.0,14.0,1068,88,118.55681818181819,8,0.125,8,3,6,2,8.0,4.5,0,5,7,0,3
C00352,Pallavi Ganesh,19,Male,Vadodara,West,<2L,Student,11.6,Push Notification,Footwear,Bronze,2021-02-04,False,anayhayre@example.net,1114281785,False,True,True,52,35,79017.39,2257.6397142857145,2022-01-23,2024-11-10,2.0,4.0,2.0,8.0,1022,87,148.2528735632184,10,0.11494252873563218,7,0,13,5,13.0,3.923076923076923,1,4,8,5,0
C00353,Michael Walla,26,Female,Bengaluru,South,10-20L,Impulse Buyer,11.2,Push Notification,Tops,Bronze,2023-11-06,False,yatananand@example.com,914808806220,True,True,False,2,35,111595.13,3188.4322857142856,2022-01-12,2024-12-30,5.0,4.0,3.0,12.0,1083,84,113.01190476190476,15,0.13095238095238096,13,5,16,8,12.0,4.166666666666667,0,0,5,8,0
C00354,Nachiket Deo,20,Female,Chandigarh,North,<2L,Impulse Buyer,9.6,Push Notification,Innerwear,Bronze,2021-03-19,True,jhalakmallick@example.com,917213290162,False,True,True,77,39,64121.25,1644.1346153846155,2022-02-19,2024-10-16,1.0,5.0,1.0,7.0,970,98,120.14285714285714,20,0.12244897959183673,15,9,8,1,11.0,3.0,0,4,5,6,0
C00355,Bhavna Sharma,53,Male,Vadodara,West,2-5L,Brand Loyalist,10.9,Push Notification,Outerwear,Silver,2021-09-16,True,jrana@example.net,6878599648,True,True,True,5,34,365460.28,10748.831764705883,2022-01-19,2024-12-27,5.0,4.0,5.0,14.0,1073,74,114.9054054054054,19,0.06756756756756757,10,3,10,4,14.0,3.2142857142857144,1,1,0,7,3
C00356,Ojas Thakur,55,Male,Ludhiana,North,5-10L,Brand Loyalist,11.7,WhatsApp,Footwear,Gold,2022-08-08,True,zdate@example.org,911954196664,False,True,True,42,35,148641.62,4246.903428571429,2022-01-16,2024-11-20,2.0,4.0,4.0,10.0,1039,78,147.42307692307693,16,0.10256410256410256,11,4,11,3,13.0,3.6923076923076925,1,3,0,5,1
C00357,Arjun Murty,18,Female,Surat,West,<2L,Student,5.5,Push Notification,Bottoms,Bronze,2019-12-06,True,wissac@example.org,916279246320,True,True,False,40,21,83943.9,3997.328571428571,2022-01-27,2024-11-22,2.0,1.0,2.0,5.0,1030,95,123.6,20,0.12631578947368421,7,1,4,2,6.0,3.3333333333333335,0,4,8,2,0
C00358,Reva Krishnan,51,Male,Indore,Central,<2L,Brand Loyalist,8.5,Email,Dresses,Bronze,2021-12-20,True,drastogi@example.net,5372603214,True,True,True,25,32,296297.48,9259.29625,2022-04-27,2024-12-07,3.0,4.0,5.0,12.0,955,98,118.09183673469387,23,0.11224489795918367,13,4,11,5,9.0,4.111111111111111,1,4,0,3,0
C00359,Chatresh Palla,63,Female,Nagpur,Central,5-10L,Fashion Enthusiast,8.0,WhatsApp,Tops,Silver,2020-03-09,True,praju@example.com,919458870715,True,True,True,2,35,203008.46,5800.241714285714,2022-01-06,2024-12-30,5.0,4.0,4.0,13.0,1089,81,115.19753086419753,19,0.14814814814814814,14,1,15,5,13.0,3.769230769230769,0,3,3,8,3
C00360,Rishi Mukherjee,59,Female,Chennai,South,20-50L,Impulse Buyer,3.5,WhatsApp,Dresses,Gold,2023-04-14,True,advaychaudhuri@example.org,8400838507,True,False,True,28,18,112715.99,6261.999444444445,2022-01-22,2024-12-04,3.0,1.0,3.0,7.0,1047,90,120.34444444444445,20,0.1111111111111111,9,1,8,1,3.0,5.0,0,2,5,3,1
C00361,Gaurika Sharma,64,Female,Nagpur,Central,2-5L,Budget Shopper,5.5,Email,Accessories,Bronze,2020-01-28,True,eta45@example.org,9177680898,True,False,True,12,37,76043.15,2055.2202702702702,2022-01-17,2024-12-20,4.0,5.0,2.0,11.0,1068,82,123.51219512195122,11,0.14634146341463414,13,4,10,1,14.0,3.7142857142857144,0,1,1,0,0
C00362,Mitesh Purohit,50,Male,Patna,East,5-10L,Brand Loyalist,4.3,SMS,Tops,Silver,2020-10-29,True,ria42@example.org,911964630040,False,True,True,31,27,173573.83000000002,6428.660370370371,2022-04-04,2024-12-01,3.0,2.0,4.0,9.0,972,79,92.65822784810126,8,0.08860759493670886,15,1,9,3,10.0,4.2,1,3,0,8,3
C00363,Robert Sahota,42,Female,Bengaluru,South,20-50L,Seasonal Buyer,2.2,Push Notification,Tops,Bronze,2022-07-01,True,omishadoshi@example.com,9430120471,False,True,True,16,30,89738.93000000001,2991.297666666667,2022-01-01,2024-12-16,4.0,3.0,2.0,9.0,1080,73,135.12328767123287,20,0.1095890410958904,11,3,7,2,9.0,3.7777777777777777,0,2,7,8,0
C00364,Upadhriti Gandhi,21,Male,Indore,Central,5-10L,Frequent Buyer,15.3,Push Notification,Bottoms,Gold,2020-09-10,False,fcomar@example.net,5957498855,True,True,True,53,31,148143.11,4778.8099999999995,2022-01-20,2024-11-09,2.0,3.0,4.0,9.0,1024,83,126.91566265060241,12,0.12048192771084337,6,2,7,2,10.0,3.7,1,3,4,2,1
C00365,Zinal Mallick,48,Female,Nagpur,Central,2-5L,Brand Loyalist,11.5,Email,Activewear,Gold,2018-11-01,True,upkaarbains@example.com,4584760944,True,True,False,71,39,142471.05,3653.103846153846,2022-01-02,2024-10-22,1.0,5.0,3.0,9.0,1024,92,116.02173913043478,14,0.13043478260869565,7,4,6,4,15.0,3.8666666666666667,0,1,0,1,1
C00366,Manbir Kapoor,38,Female,Bengaluru,South,>50L,Luxury Shopper,1.8,WhatsApp,Bottoms,Bronze,2021-07-16,True,yuvrajshetty@example.org,918856669541,False,True,False,20,27,277168.58999999997,10265.503333333332,2022-03-12,2024-12-12,3.0,2.0,5.0,10.0,1006,77,100.28571428571429,18,0.14285714285714285,11,2,15,2,9.0,4.222222222222222,0,5,6,2,0
C00367,Nicholas Srivastava,53,Female,Nagpur,Central,10-20L,Fashion Enthusiast,11.2,WhatsApp,Footwear,Bronze,2021-07-01,False,murthydakshesh@example.com,6267055143,True,False,False,26,32,138531.25,4329.1015625,2022-02-20,2024-12-06,3.0,4.0,3.0,10.0,1020,83,109.56626506024097,16,0.0963855421686747,9,1,18,9,10.0,3.9,0,0,3,5,0
C00368,Vyanjana Randhawa,43,Male,Mumbai,West,<2L,Family Shopper,11.2,Email,Bottoms,Bronze,2023-09-30,True,nidrasani@example.org,3925295961,True,False,True,5,31,116381.06,3754.2277419354837,2022-01-28,2024-12-27,5.0,3.0,3.0,11.0,1064,91,108.4065934065934,12,0.0989010989010989,14,4,5,3,10.0,3.9,1,4,2,2,0
C00369,Fitan Butala,49,Female,Kolkata,East,2-5L,Budget Shopper,3.6,WhatsApp,Accessories,Bronze,2018-04-28,False,doctorpriya@example.com,912007202455,True,True,False,31,30,55863.14,1862.1046666666666,2022-01-01,2024-12-01,3.0,3.0,1.0,7.0,1065,95,117.89473684210526,15,0.09473684210526316,11,3,4,2,9.0,4.0,0,1,1,0,0
C00370,Banjeet Gandhi,33,Male,Mumbai,West,10-20L,Working Professional,3.1,Push Notification,Accessories,Bronze,2019-01-20,True,ganga10@example.net,910903267149,False,True,True,14,42,373783.25,8899.60119047619,2022-03-14,2024-12-18,4.0,5.0,5.0,14.0,1010,101,120.07920792079207,25,0.12871287128712872,13,4,7,3,20.0,4.15,1,0,9,0,0
C00371,Ekbal Mane,61,Female,Nagpur,Central,<2L,Budget Shopper,4.2,In-App,Accessories,Bronze,2021-04-24,False,dhruvshere@example.net,2817934065,True,True,False,77,30,80190.73,2673.0243333333333,2022-01-29,2024-10-16,1.0,3.0,2.0,6.0,991,81,108.0,19,0.12345679012345678,11,4,12,6,7.0,4.571428571428571,0,4,1,0,0
C00372,Urvashi Sethi,36,Male,Kochi,South,5-10L,Family Shopper,3.7,WhatsApp,Footwear,Bronze,2020-09-08,True,yashodhara44@example.net,6634533722,True,True,True,31,22,87434.23,3974.2831818181817,2022-01-03,2024-12-01,3.0,1.0,2.0,6.0,1063,80,106.8125,15,0.1375,6,2,10,4,7.0,3.5714285714285716,1,3,2,5,0
C00373,Fariq Bhargava,49,Female,Delhi,North,2-5L,Budget Shopper,4.9,WhatsApp,Dresses,Gold,2020-04-20,True,divanhritik@example.com,912145593766,True,True,True,35,36,125757.95,3493.276388888889,2022-01-18,2024-11-27,2.0,5.0,3.0,10.0,1044,102,110.93137254901961,20,0.08823529411764706,11,3,13,5,10.0,4.1,0,1,1,3,1
C00374,Chasmum Kadakia,33,Female,Kochi,South,<2L,Brand Loyalist,11.5,Email,Innerwear,Bronze,2020-08-17,True,xbandi@example.org,3510046277,False,True,False,43,29,61322.15,2114.556896551724,2022-03-03,2024-11-19,2.0,2.0,1.0,5.0,992,96,107.32291666666667,5,0.13541666666666666,5,2,8,4,11.0,3.4545454545454546,0,4,0,6,0
C00375,Ekiya Sengupta,24,Female,Vadodara,West,<2L,Student,5.3,In-App,Tops,Platinum,2023-10-26,True,etasami@example.net,9202461752,True,True,True,51,39,75482.01,1935.4361538461537,2022-02-25,2024-11-11,2.0,5.0,2.0,9.0,990,88,119.375,21,0.13636363636363635,8,1,13,5,17.0,4.117647058823529,0,4,8,8,2
C00376,Logan Khatri,29,Male,Chandigarh,North,10-20L,Working Professional,5.3,Email,Tops,Platinum,2018-03-18,True,mmall@example.net,916005595501,True,True,True,83,35,215659.12,6161.6891428571425,2022-01-14,2024-10-10,1.0,4.0,4.0,9.0,1000,97,123.20618556701031,15,0.1134020618556701,8,4,10,4,10.0,3.4,1,0,9,8,2
C00377,Yachana Jaggi,59,Female,Pune,West,<2L,Frequent Buyer,14.8,WhatsApp,Ethnic Wear,Bronze,2023-01-09,True,manbirnatarajan@example.net,8486899936,False,True,True,16,30,106955.95,3565.1983333333333,2022-01-03,2024-12-16,4.0,3.0,3.0,10.0,1078,92,120.54347826086956,23,0.08695652173913043,10,4,7,5,8.0,3.875,0,4,4,4,0
C00378,Suhani Mannan,55,Female,Chennai,South,>50L,Seasonal Buyer,1.6,Push Notification,Activewear,Gold,2021-05-24,True,sbasu@example.com,916917679935,True,True,False,16,33,109567.69,3320.2330303030303,2022-02-05,2024-12-16,4.0,4.0,3.0,11.0,1045,107,119.41121495327103,21,0.11214953271028037,8,5,7,3,7.0,4.285714285714286,0,5,7,1,1
C00379,Shivani Lanka,32,Male,Hyderabad,South,>50L,Impulse Buyer,9.7,SMS,Accessories,Silver,2019-08-28,True,balvan39@example.com,4083037360,True,True,True,73,29,142958.82,4929.614482758621,2022-03-20,2024-10-20,1.0,2.0,3.0,6.0,945,96,109.6875,15,0.10416666666666667,9,0,11,5,10.0,3.8,1,5,5,0,3
C00380,Champak Borra,43,Female,Kochi,South,5-10L,Impulse Buyer,9.8,Push Notification,Bottoms,Bronze,2018-09-26,True,omaja08@example.net,4907938841,False,True,False,37,37,132309.31,3575.927297297297,2022-01-03,2024-11-25,2.0,5.0,3.0,10.0,1057,70,106.04285714285714,16,0.1,8,7,14,10,12.0,4.0,0,3,5,2,0
C00381,Lopa Narasimhan,18,Male,Bengaluru,South,<2L,Frequent Buyer,19.0,Email,Dresses,Bronze,2020-08-26,True,saiatwal@example.net,1537012424,False,True,False,29,26,170339.23,6551.508846153846,2022-01-27,2024-12-03,3.0,2.0,4.0,9.0,1041,81,111.72839506172839,12,0.1111111111111111,10,1,10,4,6.0,3.0,1,4,4,3,0
C00382,Ojasvi Edwin,33,Female,Jaipur,North,20-50L,Brand Loyalist,4.4,Email,Dresses,Bronze,2018-06-11,True,ujani@example.org,1448811210,True,True,False,35,28,299440.41000000003,10694.300357142858,2022-02-03,2024-11-27,2.0,2.0,5.0,9.0,1028,74,119.43243243243244,14,0.12162162162162163,10,5,9,3,9.0,4.111111111111111,0,2,0,3,0
C00383,Dominic Madan,46,Other,Nagpur,Central,<2L,Budget Shopper,5.4,WhatsApp,Innerwear,Bronze,2019-07-20,True,ishaanseth@example.com,918878179415,False,True,True,25,40,69258.29,1731.45725,2022-01-08,2024-12-07,3.0,5.0,2.0,10.0,1064,86,108.73255813953489,14,0.13953488372093023,9,5,6,3,16.0,4.0625,2,4,1,6,0
C00384,Ira Goda,23,Female,Kolkata,East,20-50L,Brand Loyalist,8.6,Email,Innerwear,Gold,2022-01-20,True,igulati@example.com,911225288,True,False,True,13,28,55978.37,1999.2275000000002,2022-01-03,2024-12-19,4.0,2.0,1.0,7.0,1081,94,131.93617021276594,16,0.13829787234042554,10,3,8,2,11.0,3.909090909090909,0,2,0,6,1
C00385,Varenya Panchal,42,Male,Surat,West,<2L,Family Shopper,5.2,SMS,Activewear,Bronze,2019-11-08,True,oaklopa@example.com,918632397913,True,True,False,2,41,187183.27,4565.445609756097,2022-01-23,2024-12-30,5.0,5.0,4.0,14.0,1072,98,113.55102040816327,14,0.12244897959183673,8,3,2,1,15.0,4.2,1,4,2,1,0
C00386,Tanvi Ram,58,Female,Delhi,North,>50L,Frequent Buyer,14.4,In-App,Outerwear,Bronze,2023-02-28,True,jyoti30@example.org,3095055605,True,True,True,13,32,270163.42,8442.606875,2022-01-02,2024-12-19,4.0,4.0,5.0,13.0,1082,78,122.16666666666667,9,0.14102564102564102,9,4,9,2,8.0,3.875,0,5,4,7,0
C00387,Frederick Desai,61,Female,Surat,West,2-5L,Budget Shopper,3.4,Push Notification,Bottoms,Gold,2021-09-21,True,vermajackson@example.net,917788519053,True,False,False,30,37,70970.97,1918.1343243243243,2022-05-30,2024-12-02,3.0,5.0,2.0,10.0,917,102,93.70588235294117,10,0.09803921568627451,8,3,11,4,12.0,4.083333333333333,0,1,1,2,1
C00388,Pavani Memon,60,Female,Delhi,North,2-5L,Brand Loyalist,2.1,Email,Dresses,Silver,2021-05-15,True,chhabrachristopher@example.com,2462456185,False,True,False,29,22,241291.45,10967.793181818182,2022-03-24,2024-12-03,3.0,1.0,5.0,9.0,985,89,117.48314606741573,19,0.11235955056179775,10,1,5,1,4.0,3.5,0,1,0,3,3
C00389,Wishi Morar,20,Male,Pune,West,<2L,Student,5.4,SMS,Outerwear,Bronze,2023-08-10,False,niharika00@example.com,2128991511,True,True,True,4,27,122652.61,4542.689259259259,2022-01-14,2024-12-28,5.0,2.0,3.0,10.0,1079,81,124.12345679012346,17,0.1111111111111111,10,6,6,1,9.0,3.4444444444444446,1,4,8,7,0
C00390,Gauri Nadkarni,26,Male,Hyderabad,South,2-5L,Brand Loyalist,6.4,Email,Footwear,Gold,2018-08-09,True,goswamisimon@example.net,913044881898,True,True,True,7,25,162518.47,6500.7388,2022-03-27,2024-12-25,5.0,1.0,4.0,10.0,1004,92,114.8913043478261,19,0.08695652173913043,13,6,8,4,5.0,4.4,1,1,0,5,1
C00391,Chameli Chaudhry,20,Male,Ludhiana,North,<2L,Student,7.3,Push Notification,Tops,Bronze,2020-12-25,False,tbaria@example.com,915402119017,True,False,True,66,33,66141.71,2004.2942424242426,2022-01-07,2024-10-27,1.0,4.0,1.0,6.0,1024,99,109.22222222222223,11,0.1111111111111111,11,6,9,0,14.0,4.214285714285714,1,4,8,8,0
C00392,Upasna Patel,25,Female,Hyderabad,South,<2L,Student,2.1,Push Notification,Dresses,Gold,2023-04-04,True,qchhabra@example.org,8315229107,True,True,False,7,28,134153.6,4791.2,2022-02-16,2024-12-25,5.0,2.0,3.0,10.0,1043,81,138.7283950617284,14,0.1111111111111111,13,5,8,4,6.0,3.5,0,4,8,3,1
C00393,Jonathan Gara,21,Male,Mumbai,West,<2L,Student,3.6,WhatsApp,Bottoms,Platinum,2021-01-28,False,nikitaahluwalia@example.net,4937830639,True,True,True,48,30,66589.95999999999,2219.665333333333,2022-02-06,2024-11-14,2.0,3.0,2.0,7.0,1012,91,128.53846153846155,10,0.15384615384615385,9,5,13,6,16.0,3.9375,1,4,8,2,2
C00394,Reyansh Wable,63,Female,Jaipur,North,20-50L,Fashion Enthusiast,5.4,SMS,Bottoms,Silver,2021-10-11,False,hemangini26@example.net,9443916497,True,False,False,73,32,148083.49,4627.6090625,2022-02-18,2024-10-20,1.0,4.0,4.0,9.0,975,89,125.29213483146067,14,0.10112359550561797,9,3,6,4,19.0,4.315789473684211,0,2,3,2,3
C00395,Ishwar Ravi,25,Female,Kolkata,East,<2L,Student,5.6,SMS,Innerwear,Bronze,2019-09-26,True,zehaandave@example.net,919132033016,True,True,False,7,41,36207.39,883.1070731707317,2022-01-15,2024-12-25,5.0,5.0,1.0,11.0,1075,85,140.85882352941175,15,0.11764705882352941,12,3,11,4,14.0,4.142857142857143,0,4,8,6,0
C00396,Tejas Malhotra,47,Male,Chandigarh,North,2-5L,Budget Shopper,5.1,Push Notification,Bottoms,Bronze,2019-03-07,True,agateshivansh@example.net,910615372215,True,True,True,22,31,46884.41,1512.4003225806453,2022-02-19,2024-12-10,3.0,3.0,1.0,7.0,1025,97,121.5979381443299,14,0.10309278350515463,6,2,8,1,7.0,4.0,1,1,1,2,0
C00397,Nirja Radhakrishnan,64,Male,Chennai,South,<2L,Fashion Enthusiast,5.9,WhatsApp,Ethnic Wear,Silver,2023-09-28,True,sachi32@example.org,5337746040,False,False,False,18,23,95311.72,4143.987826086956,2022-03-31,2024-12-14,4.0,1.0,2.0,7.0,989,84,133.89285714285714,16,0.14285714285714285,13,3,10,4,7.0,4.0,1,4,3,4,3
C00398,Ubika Dutt,23,Female,Ahmedabad,West,<2L,Student,10.7,Email,Outerwear,Silver,2018-02-23,False,bhasintara@example.net,3614244260,False,True,True,74,23,120910.35,5256.971739130435,2022-01-17,2024-10-19,1.0,1.0,3.0,5.0,1006,78,104.6025641025641,14,0.15384615384615385,13,4,14,5,3.0,4.0,0,4,8,7,3
C00399,Dhruv Sha,60,Female,Nagpur,Central,<2L,Fashion Enthusiast,4.4,In-App,Dresses,Silver,2018-06-13,True,chavvi37@example.org,4764273720,True,True,False,3,33,359433.64,10891.928484848486,2022-01-04,2024-12-29,5.0,4.0,5.0,14.0,1090,93,107.90322580645162,14,0.13978494623655913,11,1,6,2,12.0,3.5,0,4,3,3,3
C00400,Vedika Rajagopalan,50,Male,Lucknow,North,5-10L,Brand Loyalist,8.3,WhatsApp,Footwear,Silver,2021-01-20,True,yashodharadhillon@example.org,5841484601,True,True,False,1,28,237552.69,8484.024642857143,2022-04-11,2024-12-31,5.0,2.0,5.0,12.0,995,89,146.56179775280899,16,0.15730337078651685,8,1,7,0,6.0,4.166666666666667,1,3,0,5,3
C00401,Wyatt Mandal,22,Male,Bhopal,Central,10-20L,Frequent Buyer,12.1,Push Notification,Accessories,Bronze,2021-02-03,True,yash89@example.net,2780205869,True,True,False,68,21,77585.49,3694.547142857143,2022-05-16,2024-10-25,1.0,1.0,2.0,4.0,893,86,126.33720930232558,20,0.16279069767441862,7,4,11,3,3.0,4.333333333333333,1,0,4,0,0
C00402,Aarav Srivastava,48,Female,Surat,West,2-5L,Budget Shopper,3.1,Email,Dresses,Bronze,2023-04-29,False,rachitchopra@example.net,6449369995,True,True,True,31,34,144600.29,4252.949705882354,2022-01-19,2024-12-01,3.0,4.0,3.0,10.0,1047,92,127.32608695652173,14,0.13043478260869565,8,2,8,4,19.0,3.8947368421052633,0,1,1,3,0
C00403,Lajita Sodhi,24,Male,Ahmedabad,West,<2L,Student,11.6,In-App,Footwear,Bronze,2023-01-15,True,yashnair@example.org,5738573680,False,True,True,31,23,51178.9,2225.169565217391,2022-01-27,2024-12-01,3.0,1.0,1.0,5.0,1039,79,121.12658227848101,15,0.08860759493670886,15,3,10,4,7.0,3.5714285714285716,1,4,8,5,0
C00404,Harshil Devan,60,Male,Kolkata,East,10-20L,Impulse Buyer,3.0,SMS,Tops,Silver,2018-08-01,True,nirjabassi@example.org,6811872333,False,True,True,29,31,113844.97,3672.418387096774,2022-02-07,2024-12-03,3.0,3.0,3.0,9.0,1030,103,110.19417475728156,22,0.14563106796116504,9,5,6,1,14.0,3.9285714285714284,1,0,5,8,3
C00405,Gunbir Bansal,48,Female,Lucknow,North,<2L,Fashion Enthusiast,8.7,Email,Activewear,Bronze,2023-06-23,False,advay96@example.org,9731539114,False,True,True,41,39,195662.76,5016.993846153847,2022-01-22,2024-11-21,2.0,5.0,4.0,11.0,1034,101,128.30693069306932,18,0.10891089108910891,16,1,6,2,14.0,4.285714285714286,0,4,3,1,0
